日期,素材ID,素材名,消耗,展示数,点击数,转化成本,转化数,CTR,素材标签,封面链接,预览链接
2026-08-31,14029064982,信息流-小牛-折叠椅-三方主体-代运营-新人福利价-0731-10183713190151-大盘扒改-625-1,0.10,13,1,0.00,0.00,7.69,大盘扒改|福利价/无价格,,
2026-08-31,13746354563,CH-SC-低活-10112643484929-超级抢购加补-手机通讯-无-剪辑-转化引导-手机通讯-20260630-无-625-1,0.10,21,0,0.00,0.00,0.00,加补1分钱|心如|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14095147692,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260804-无-625-10,0.10,12,1,0.00,0.00,8.33,广义新头条|快手重复素材|快手非低质素材,,
2026-08-31,13940210122,CH-SC-低活-10200755904098-超级抢购-汽车用品-无-剪辑-转化引导-汽车用品-20260716-无-625-aigc-1,0.10,13,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
2026-08-31,14309323398,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-22,0.09,13,1,0.00,0.00,7.69,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-31,13480776040,CH-SC-广义新-10219841541026-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260604-反向-625-14,0.09,4,0,0.00,0.00,0.00,心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14050214963,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-6,0.09,15,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,13836045031,CH-SC-低活-10118706992345-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-3,0.09,2,2,0.00,0.00,100.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14247665522,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-19,0.09,9,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14166706218,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-3,0.09,35,1,0.00,0.00,2.86,福利价/无价格|考古加素材混剪,,
2026-08-31,14049458694,CH-SC-低活-10203314269223-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260730-无-625-aigc-12,0.08,5,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-31,14266696800,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-2,0.08,6,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-31,12948097832,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_弹弓和溜溜蛋20260917+瓜娃子盘剧噻20260923+互融琦琦20260906_头条14_外恩-625-20260331,0.08,11,2,0.00,0.00,18.18,--,,
2026-08-31,14197503216,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-10,0.08,9,1,0.00,0.00,11.11,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14309304111,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-38,0.08,9,1,0.00,0.00,11.11,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-31,12993032111,荣耀-XN-影音-通用-音乐-混剪-260403-625-1,0.08,16,0,0.04,2.00,0.00,,,
2026-08-31,14238395806,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-29,0.08,6,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14050219049,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-10,0.08,7,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14217126084,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-1,0.08,1,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-31,14230160791,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-15,0.08,1,1,0.00,0.00,100.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,13916103586,CH-SC-广义新-10155000015319-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260716-无-625-aigc-1,0.07,3,1,0.00,0.00,33.33,平台一组AIGC|广义新头条|心如|无价格|腾讯首发素材,,
2026-08-31,14206594332,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客户推品-625-2,0.07,8,0,0.00,0.00,0.00,客供|福利价/无价格|腾讯首发素材,,
2026-08-31,14009876900,信息流-小牛-李子-京东主体-代运营-新人福利价-0729-10223570717754-设计自选-625-aigc-12,0.07,1,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-31,13040044731,荣耀-XN-影音-通用-风景-混剪-260410-625-16,0.07,23,7,0.00,0.00,30.43,,,
2026-08-31,14309255085,信息流-小牛-洗脸巾-三方主体-代运营-新人福利价-260827-100114222349-内部实时跑量-625-43,0.07,10,0,0.00,0.00,0.00,原生|平台一组AIGC|福利价/无价格,,
2026-08-31,14271415218,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-1,0.07,87,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
2026-08-31,14271406288,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-5,0.07,13,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-31,14166678035,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-39,0.07,93,1,0.00,0.00,1.08,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-31,14216679751,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-5,0.07,11,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-31,14309754997,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-11,0.07,61,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-31,14197493226,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-9,0.07,2,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14309335753,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-13,0.07,4,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-31,14050217412,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-8,0.07,1,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14309323535,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-21,0.07,48,3,0.00,0.00,6.25,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-31,14247818441,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-10,0.07,11,2,0.00,0.00,18.18,平台一组AIGC,,
2026-08-31,14166680327,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-30,0.06,56,2,0.00,0.00,3.57,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-31,14238398849,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-19,0.06,2,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14088476329,CH-SC-低活-10223570717754-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260803-无-625-aigc-9,0.06,5,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-31,14153374451,信息流-小牛-饭盒-三方主体-代运营-新人福利价-0812-10125420247464-大盘实扒改-625-2,0.06,2,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-31,14266695132,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-3,0.06,8,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-31,14247818057,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-3,0.06,21,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-31,14284739133,信息流-小牛-打火机-三方主体-代运营-新人福利价-260825-10162692688878-大盘扒改-625-9,0.06,16,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-31,14216655000,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-18,0.06,55,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-31,14309171422,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-65,0.05,5,0,0.00,0.00,0.00,原生|平台一组AIGC|福利价/无价格,,
2026-08-31,14216661783,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-16,0.05,72,3,0.00,0.00,4.17,客供|福利价/无价格|腾讯首发素材,,
2026-08-31,14230160308,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-16,0.05,2,1,0.00,0.00,50.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,13836034892,CH-SC-低活-10223482211866-超级抢购-生活日用-无-剪辑-转化引导-生活日用-20260703-无-625-1,0.05,5,1,0.00,0.00,20.00,心如|快手重复素材|快手非低质素材,,
2026-08-31,14247660756,信息流-小牛-旋转手机支架-三方主体-代运营-新人福利价-0821-10112643484929-内部实时跑量-625-29,0.05,9,1,0.00,0.00,11.11,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,13746335202,CH-SC-低活-10081585918372-超级抢购加补-纸品-无-剪辑-转化引导-纸品-20260630-无-625-aigc-7,0.05,8,1,0.00,0.00,12.50,加补1分钱|平台一组AIGC|心如|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14197473065,CH-SC-低活-10166301474829-超级抢购-厨具-无-剪辑-转化引导-厨具-20260811-无-625-aigc-8,0.05,2,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-31,14166704906,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-4,0.05,11,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-31,14230170944,CH-SC-低活-100218501679-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-31,0.04,2,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14217102598,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-7,0.04,5,1,0.00,0.00,20.00,平台一组AIGC|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-31,14238361779,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-6,0.04,12,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14318982972,CH-SC-广义新-10146456039187-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-260827-无-625-aigc-4,0.04,6,0,0.00,0.00,0.00,平台AI测试/视频/一组智能体|平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-31,14217062455,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260814-无-625-aigc-7,0.04,8,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14238399156,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-18,0.04,17,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14092632355,信息流-小牛-西瓜-三方主体-代运营-新人福利价-0806-10215767576641-历史爆品-625-3,0.04,6,0,0.00,0.00,0.00,头条/京东标点/有量素材混剪|福利价/无价格,,
2026-08-31,14153262428,信息流-小牛-内衣收纳包-三方主体-代运营-新人福利价-0812-10221349782292-大盘实扒改-625-2,0.04,98,1,0.00,0.00,1.02,大盘扒改|福利价/无价格,,
2026-08-31,14071965415,信息流-小牛-透明皂 -三方主体-代运营-新人福利价-0805-3207554-客户推品-625-4,0.04,24,0,0.00,0.00,0.00,客供|福利价/无价格,,
2026-08-31,13922152192,信息流-小牛-抽纸-京东主体-代运营-新人福利价-0721-100281253200-设计自选-625-aigc-5,0.04,1,2,0.00,0.00,200.00,平台一组AIGC|腾讯首发素材,,
2026-08-31,14166678042,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-42,0.04,15,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-31,14217102319,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-6,0.04,13,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-31,13108899273,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_达哥5次20260919_头条3+头条8_外飞成片-625-20260415-jt方式五,0.04,1,0,0.00,0.00,0.00,--,,
2026-08-31,14274418399,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-19,0.04,5,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-31,13662930432,CH-SC-广义新-10159015048337-新综合频道-粮油调味-京喜拉新-剪辑-转化引导-粮油调味-20260624-无-625-5,0.04,7,0,0.00,0.00,0.00,广义新头条|快手原创素材|快手非低质素材,,
2026-08-31,14309183864,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-54,0.04,40,1,0.00,0.00,2.50,原生|平台一组AIGC|福利价/无价格,,
2026-08-31,13873281975,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-21,0.03,13,1,0.00,0.00,7.69,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14247818961,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-22,0.03,0,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-31,14050188567,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260728-无-625-6,0.03,2,0,0.00,0.00,0.00,广义新头条|心如|快手重复素材|快手非低质素材,,
2026-08-31,14238327248,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-25,0.03,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,13860490329,CH-SC-广义新-10151951361734-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260713-无-625-aigc-4,0.03,2,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|心如|快手重复素材|快手非低质素材|搬运打压素材,,
2026-08-31,13946598909,信息流-小牛-电煮锅-京东主体-代运营-新人福利价-0723-10125368295124-设计自选-625-aigc-11,0.03,6,0,0.00,0.00,0.00,平台一组AIGC|福利价/无价格,,
2026-08-31,14049464288,CH-SC-低活-10154095391500-超级抢购-手机通讯-无-剪辑-转化引导-手机通讯-20260730-无-625-10,0.03,2,0,0.00,0.00,0.00,心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14197484643,CH-SC-低活-10166301474829-超级抢购-厨具-无-剪辑-转化引导-厨具-20260811-无-625-aigc-2,0.03,3,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-31,13603353487,CH-SC-广义新-10166301474829-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260617-反向-625-aigc-19,0.03,8,1,0.00,0.00,12.50,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14166680500,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-29,0.03,13,1,0.00,0.00,7.69,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-31,14216648543,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-22,0.03,14,0,0.00,0.00,0.00,客供|福利价/无价格|腾讯首发素材,,
2026-08-31,14274416743,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-17,0.03,23,3,0.00,0.00,13.04,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-31,13492171413,CH-SC-低活-10187000434970-超级抢购-厨具-无-剪辑-转化引导-厨具-20260605-无-625-1,0.03,1,0,0.00,0.00,0.00,快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14284735162,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-10,0.03,2,0,0.00,0.00,0.00,大盘扒改,,
2026-08-31,14217114591,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260813-无-625-aigc-18,0.03,4,0,0.00,0.00,0.00,平台一组AIGC|快手重复素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-31,14095152397,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260804-无-625-17,0.03,9,1,0.00,0.00,11.11,广义新头条|快手重复素材|快手非低质素材,,
2026-08-31,13685267417,CH-SC-低活-10220560400432-超级抢购加补-生活日用-无-剪辑-转化引导-生活日用-20260626-无-625-aigc-10,0.03,1,0,0.00,0.00,0.00,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14033670730,信息流-小牛-折叠椅-京东主体-代运营-新人福利价-0731-10183713190151-设计自选-625-4,0.03,7,0,0.00,0.00,0.00,福利价/无价格,,
2026-08-31,13881546157,CH-SC-广义新-10102020339908 -新综合频道-数码-京喜拉新-剪辑-转化引导-数码-20260715-无-625-10,0.03,15,1,0.00,0.00,6.67,广义新头条|心如|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14309739338,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-31,0.03,25,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC,,
2026-08-31,14050209479,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-16,0.03,1,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14284733612,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-6,0.03,9,1,0.00,0.00,11.11,大盘扒改,,
2026-08-31,14319798139,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-260828-10116091800772-设计自选-625-20,0.03,3,0,0.00,0.00,0.00,大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-31,14009868860,信息流-小牛-懒人拖把-京东主体-代运营-新人福利价-0729-10101433845811-设计自选-625-aigc-1,0.03,101,0,0.00,0.00,0.00,平台一组AIGC,,
2026-08-31,14049376224,CH-SC-低活-10178946597305-超级抢购-厨具-无-剪辑-转化引导-厨具-20260728-无-625-aigc-8,0.03,2,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14088503258,CH-SC-广义新-10205581830735-新综合京选-厨具-京喜拉新-剪辑-转化引导-厨具-20260803-反向-625-aigc-3,0.03,1,0,0.00,0.00,0.00,平台一组AIGC|广义新头条|无价格,,
2026-08-31,14247691685,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-11,0.03,45,1,0.00,0.00,2.22,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14050220758,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-11,0.03,6,0,0.00,0.00,0.00,广义新头条|心如|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14095134373,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-16,0.03,0,0,0.00,0.00,0.00,广义新头条|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14309191779,信息流-小牛-飘逸杯-三方主体-代运营-新人福利价-260827-10110757613709-内部实时跑量-625-aigc-47,0.03,58,0,0.00,0.00,0.00,原生|平台一组AIGC|福利价/无价格,,
2026-08-31,14095102274,CH-SC-广义新-10138594878445-新综合频道-电动车-京喜拉新-剪辑-转化引导-电动车-20260805-无-625-8,0.03,4,0,0.00,0.00,0.00,广义新头条|快手重复素材|快手非低质素材,,
2026-08-31,14247681179,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-35,0.03,4,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-31,14238388892,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-40,0.03,30,1,0.00,0.00,3.33,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,13074275304,低价-年化4.9%_视频_情景剧_无前贴_实拍-其他_是（达人合作资源）_常规_否_子豪二手车20270408_头条1_外飞成片-625-20260413-投前,0.03,1,0,0.00,0.00,0.00,--,,
2026-08-31,14228303003,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-19,0.03,5,1,0.00,0.00,20.00,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14319045774,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260820-无-625-aigc-15,0.03,9,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-31,14161859149,信息流-小牛-围裙-三方主体-代运营-新人福利价-0813-10117891615029-大盘实时跑量-625-3,0.02,24,1,0.00,0.00,4.17,福利价/无价格|考古加素材混剪,,
2026-08-31,14050212256,CH-SC-广义新-10187000434970-新综合频道-厨具-京喜拉新-剪辑-转化引导-厨具-20260730-无-625-3,0.02,2,0,0.00,0.00,0.00,广义新头条|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14238402819,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-1,0.02,21,1,0.00,0.00,4.76,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14266700612,信息流-小牛-散热器-三方主体-代运营-新人福利价-0824-10215952093313-大盘扒改品-625-5,0.02,1,0,0.00,0.00,0.00,大盘扒改|福利价/无价格,,
2026-08-31,14309738970,信息流-小牛-雨伞-三方主体-代运营-新人福利价-260828-10113643996701-大盘扒改-625-32,0.02,4,0,0.00,0.00,0.00,原生|大盘扒改|平台一组AIGC,,
2026-08-31,14319007791,CH-SC-广义新-10118706992345-新综合频道-纸品 -京喜拉新-剪辑-转化引导-纸品 -260827-无-625-aigc-15,0.02,3,1,0.00,0.00,33.33,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14309323307,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-23,0.02,24,1,0.00,0.00,4.17,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-31,14238391897,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-35,0.02,3,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格,,
2026-08-31,14309309389,信息流-小牛-工具箱-三方主体-代运营-新人福利价-260827-10114015186364-内部实时跑量-625-aigc-33,0.02,40,2,0.00,0.00,5.00,平台一组AIGC|福利价/无价格|考古加素材混剪,,
2026-08-31,13145020145,荣耀-XN-影音娱乐-通用-风景-混剪-260424-625-8,0.02,4,0,0.00,0.00,0.00,,,
2026-08-31,14247686588,信息流-小牛-速干笔-三方主体-代运营-新人福利价-0821-100249259352-深海货盘-625-23,0.02,4,0,0.00,0.00,0.00,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-31,14284734272,信息流-小牛-地漏芯-三方主体-代运营-新人1分钱起-260825-10198044249772-大盘扒改-625-5,0.02,2,0,0.00,0.00,0.00,大盘扒改,,
2026-08-31,13916488487,CH-SC-广义新-10040988734451-新10元话费券-无-无-剪辑-转化引导-无-20260715-无-625-23,0.02,2,0,0.00,0.00,0.00,快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-31,14319044333,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260820-无-625-aigc-20,0.02,18,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-31,14319042360,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260820-无-625-aigc-27,0.02,3,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-31,14166708398,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-49,0.02,15,0,0.00,0.00,0.00,福利价/无价格|考古加素材混剪,,
2026-08-31,13873189462,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260709-无-625-aigc-1,0.02,5,0,0.00,0.00,0.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,13685271405,CH-SC-低活-10220560400432-超级抢购加补-生活日用-无-剪辑-转化引导-生活日用-20260626-无-625-aigc-1,0.02,11,1,0.00,0.00,9.09,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-31,14319043541,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260820-无-625-aigc-21,0.02,5,0,0.00,0.00,0.00,平台一组AIGC|心如|福利价,,
2026-08-31,14319795752,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-260828-10116091800772-设计自选-625-34,0.02,1,0,0.00,0.00,0.00,大盘扒改|平台一组AIGC|福利价/无价格,,
2026-08-31,14318994197,CH-SC-广义新-10118706992345-新综合频道-纸品 -京喜拉新-剪辑-转化引导-纸品 -260827-无-625-aigc-37,0.02,1,0,0.00,0.00,0.00,平台一组AIGC|快手原创素材|快手非低质素材,,
2026-08-31,14271414405,信息流-小牛-月饼模具-三方主体-代运营-新人福利价-0824-100285205477-趋势品-625-13,0.02,4,0,0.00,0.00,0.00,福利价/无价格|腾讯首发素材,,
